knihy_id,isbn,nazev,pocet_stran,rok_vydani,misto_vydani,nakladatel,vydani,druhy_id,jazyky_id,autor,edice
728,ISBN 978-80-86815-93-0,"Nová pravidla marketingu a PR : naučte se využívat vydávání zpráv, blogy, podcasty, virální marketing a online média pro přímé oslovení zákazníků",272,2008,Brno,Zoner Press,1,1,1,"Scott, David Meerman",Encyklopedie Zoner Press
730,ISBN 80-7300-195-0,"E-komerce, internetový a mobil marketing od A do Z",351,2006,Praha,BEN - technická literatura,1,1,1,"Sedláček, Jiří",
733,ISBN 80-251-1275-6,OpenGL : průvodce programátora,679,2006,Brno,Computer Press,1,1,1,"Shreiner, Dave a kol.",DTP & grafika
734,ISBN 0-321-33573-2,"OpenGL programming guide : the official guide to learning OpenGL, version 2",838,2006,"Upper Saddle River, NJ",Addison-Wesley,5,1,2,"Shreiner, Dave a kol.",
735,ISBN 80-86497-16-X,Nauč se sám C,620,2001,Praha,SoftPress,,1,1,"Schildt, Herbert",Poznej - vyzkoušej - používej
736,ISBN 80-86497-13-5,Nauč se sám C++,623,2001,Praha,SoftPress,,1,1,"Schildt, Herbert",
737,ISBN 80-86815-14-5,Pokročilé programování v PHP 5,640,2004,Brno,ZONER Press,1,1,1,"Schlossnagle, George",Encyklopedie webdesignera
738,ISBN 80-247-0029-8,Myslíme v jazyku UML,359,2000,Praha,Grada Publishing,1,1,1,"Schmuller, Joseph",Knihovna programátora
743,ISBN 0-596-00132-0,Learning Perl,316,1997,Beijing,O'Reilly,3,1,2,"Schwartz, Randal L. -- Phoenix, Tom",
745,ISBN 0-596-10105-8,Learning Perl,283,2005,Beijing,O'Reilly,4,1,2,"Schwartz, Randal L. -- Phoenix, Tom",
746,ISBN 3-446-15782-4,Relationale Datenbanksysteme,9,1992,Müncher,Carl Hanser Verlag,,1,3,"Schwinn, Hans",
748,ISBN 1-56592-286-7,PERL in a Nutshell : A Desktop Quick Reference,18,1999,Beijing,O'Reilly,1,1,2,"Siever, Ellen -- Spainhour, Stephen",
752,ISBN 0-534-95097-3,Introduction to the theory of computation,431,2006,Boston,Thomson Course Technology,2,1,2,"Sipser, Michael",
753,ISBN 978-80-251-1772-9,"Fotomontáže a trikové fotografie ve Photoshopu : [vytváříme obrazy z fotek, fantasy ilustrace a další neobvyklé efekty]",160,2007,Brno,Computer Press,1,1,1,"Siroň, Michal",
754,ISBN 978-80-251-2083-5,SEO v PHP : programujeme profesionálně,380,2008,Brno,Computer Press,1,1,1,"Sirovich, Jaimie -- Darie, Cristian",Programmer to programmer
758,ISBN 80-901475-0-X,Principy a problémy operačního systému UNIX,288,1993,Veletiny,SCIENCE,1,1,1,"Skočovský, Luděk",
759,ISBN 978-80-902612-5-9,Principy a problémy operačního systému UNIX,288,2008,Brno,"Skočovský, Luděk",2,1,1,"Skočovský, Luděk",
760,ISBN 80-902612-0-5,"Unix, Posix, Plan 9",394,1998,Brno,Skočovský,1,1,1,"Skočovský, Luděk",
762,,Litografický manuál,80,,Praha,Grafie cz,1,1,1,"Smékal, Jan",
763,ISBN 80-239-2961-5,Optimalizace pro vyhledávače - SEO : jak zvýšit návštěvnost webu,126,2004,Dubany,Jaroslava Smičková,1,1,1,"Smička, Radim",
769,ISBN 80-85896-82-6,"Microsoft Office - MS Windows 95, MS Word 7.0, MS Excel 7.0, MS Schedule+ : Učebnice pro mírně pokročilé",20,1997,Praha,Computer Press,1,1,1,"Sobotka, Jan -- Bedřich, Vladimír",
770,ISBN 80-251-1200-4,Informační systémy v podnikové praxi,351,2006,Brno,Computer Press,1,1,1,"Sodomka, Petr",
771,ISBN 80-86083-03-9,Tvorba a reengineering objektově orientovaných obchodních procesů,201,1999,Veletiny,SCIENCE,1,1,1,"Sokolovský, Peter",
772,ISBN 80-7169-081-3,Multimédia současnost budoucnosti,204,1994,Praha,Grada,,1,1,"Sokolowsky, Peter -- Šedivá, Zuzana",
776,ISBN 80-85424-16-9,UNIX V. : Úvod do operačního systému,289,1991,Praha,Grada,1,1,1,"Sova, Milan",Nestůjte za dveřmi
777,ISBN 80-7226-251-3,Webmaster v kostce : Pohotová referenční příručka,16,1999,Praha,Computer Press,1,1,1,"Spainhour, Stephen -- Eckstein, Robert",
778,ISBN 0-201-38600-3,The computer in the visual arts,500,1999,"Reading, MA",Addison Wesley Longman,,1,2,"Spalter, Anne Morgan",
779,ISBN 80-7226-667-5,Java : programujeme profesionálně,1022,2002,Praha,Computer Press,1,1,1,"Spell, Brett",
780,ISBN 0-201-05932-0,Economics : Study Guide,11,1990,Reading,Addison-Wesley,,1,2,"Spencer, David E.",
781,ISBN 0-19-850840-9,Chaos and time-series analysis,507,2003,Oxford,Oxford University Press,,1,2,"Sprott, Julien C",
782,ISBN 1-56592-220-4,Advanced Perl Programming,23,1997,Cambridge,O'Reilly,1,1,2,"Srinivasan, Sriram",
783,ISBN 80-7226-079-0,Programování v Perlu pro pokročilé,25,1998,Praha,Computer Press,1,1,1,"Srinivasan, Sriram",
785,ISBN 0-13-869017-0,Cryptography and Network Security: Principles and Practice,17,1998,London,Prentice Hall Inc.,2,1,2,"Stallings, William",
786,ISBN 0-13-571274-2,Data and Computer Communications,18,1997,London,Prentice Hall Int.,5,1,2,"Stallings, William",
788,ISBN 978-80-251-1936-5,Microsoft Windows Server 2008 : kapesní rádce administrátora,704,2008,Brno,Computer Press,1,1,1,"Stanek, William R",
790,ISBN 1-56592-567-X,Writing Apache Modules with PERL and C,19,1999,Beijing,O'Reilly,1,1,2,"Stein, Lincoln -- Mac Eachern, Doug",
791,ISBN 0-201-63346-9,"TCP/IP Illustrated, Volume 1 : The Protocols",19,1994,Reading,Addison-Wesley,,1,2,"Stevens, Richard W.",Addison-Wesley professional computing series
792,ISBN 0-201-63495-3,"TCP/IP Illustrated, Volume 3 : TCP for Transactions, HTTP, NNTP, and the UNIX Domain Protocols",19,1996,Reading,Addison-Wesley,,1,2,"Stevens, W. Richard",Addison-Wesley professional computing series
793,ISBN 0-13-141155-1,UNIX network programming : The Sockets Networking API,991,2004,Boston,Addison-Wesley,3,1,2,"Stevens, Richard W. -- Fenner, Bill",Addison-Wesley professional computing series
795,ISBN 80-901507-4-8,Objektově-relační SŘBD: analýza příští velké vlny,279,2000,Praha,Softwarové aplikace a systémy,,1,1,"Stonebraker, Michael -- Brown, Paul",
797,ISBN 80-7169-180-1,Nakonfigurujte si počítač I - DOS,118,1995,Praha,Grada Publishing,1,1,1,"Stránský, Petr",
798,ISBN 80-7169-181-X,Nakonfigurujte si počítač II - Windows,108,1995,Praha,Grada Publishing,1,1,1,"Stránský, Petr",
799,ISBN 80-85834-60-X,Základy kvalitativního výzkumu : postupy a techniky metody zakotvené teorie,196,1999,Brno,Sdružení podané ruce,1,1,1,"Strauss, Anselm -- Corbinová, Juliet",
802,ISBN 0-256-06079-7,Cases in Strategic Management,530,1988,Homewood,BPI IRWIN,3,1,2,"Strickland, A.J. -- Thompson, Arthur A.",
803,ISBN 80-901507-2-1,C++ Programovací jazyk,686,1997,Praha,,1,1,1,"Stroustrup, Bjarne",
804,ISBN 80-7169-957-8,Marketing na Internetu,247,2000,Praha,Grada Publishing,1,1,1,"Stuchlík, Petr -- Dvořáček, Martin",Manažer
806,ISBN 80-7226-752-3,Tipy a triky pro Macromedia Flash,128,2002,Praha,Computer Press,1,1,1,"Sudacki, Lukáš",Rychle a jistě
807,ISBN 0-471-13326-4,ISDN - How to Get a High-Speed Connectionto the Internet,13,1996,New York,John Wiley & Sons,,1,2,"Summers, Charles -- Dunetz, Bryant",
810,ISBN 80-7226-288-2,Přecházíme na Delphi 5,190,2000,Praha,Computer Press,1,1,1,"Svoboda, Luděk",
811,ISBN 0-7645-3237-5,Delphi 4 Bible,25,1998,Foster City,IDG Books,,1,2,"Swan, Tom",
812,ISBN 80-247-0389-0,Flash s využitím XML : podrobný průvodce začínajícího uživatele,240,2003,Praha,Grada Publishing,1,1,1,"Swan, Craig -- Caines, Greg",
813,ISBN 80-86330-02-X,Programovací jazyk C pro zelenáče,208,1999,Praha,Neokortex,,1,1,"Šaloun, Petr",
814,ISBN 80-7283-204-2,Praktické zkušenosti z implementace systému managementu bezpečnosti informací podle ČSN BS 7799-2:2004 a komentované vydání ISO/IEC 27001:2005,70,2006,Praha,Český normalizační institut,,1,1,"Šebesta, Václav a kol.",
817,ISBN 80-85896-84-2,Lotus SmartSuite CZ : Základní příručka uživatele,22,1997,Praha,Computer Press,1,1,1,"Šimek, Tomáš",
825,,Přechod podniku na ekologické zemědělství : (Metodika),35,1995,Praha,MZe,,1,1,"Škeřík, Josef",Metodiky pro zavádění výsledků výzkumu do zeměd.praxe
826,ISBN 80-251-0884-8,JavaScript : kapesní přehled,119,2005,Brno,Computer Press,1,1,1,"Škultéty, Rastislav",
828,ISBN 80-7226-048-0,MicroStation 95 CZ : Referenční příručka uživatele,459,1998,Praha,Computer Press,1,1,1,"Šlegr, Jan",
829,ISBN 80-86419-41-X,Strategie v podnikové praxi,219,2003,Praha,Professional Publishing,1,1,1,"Šmída, Filip",
830,ISBN 80-85828-09-X,Internetworking pomocí TCP/IP,134,1994,České Budějovice,Kopp,1,1,1,"Šmrha, Pavel -- Rudolf, Vladimír",
831,ISBN 80-7226-003-0,Používáme Linux : Doprovodný CD-ROM a instalační příručka,32,1997,Praha,Computer,1,1,1,"Šnajdr, Petr",
832,ISBN 80-7169-146-1,Připojování periferií k PC,303,1996,Praha,Grada Publishing,1,1,1,"Šnorek, Miroslav -- Richta, Karel",
835,ISBN 80-86815-11-0,"Tvoříme přístupné webové stránky : připraveno s ohledem na novelu Zákona č. 365/2000 Sb., o informačních systémech veřejné správy",360,2004,Brno,ZONER Press,1,1,1,"Špinar, David",Encyklopedie webdesignera
836,ISBN 80-85623-15-3,Object Professional pro Pascal - příručka programátora,520,1992,Praha,Grada,,1,1,"Štolcpart, Petr",
838,ISBN 80-85896-54-0,Používáme Internet s programem Netscape Navigator 2,20,1996,Praha,Computer Press,1,1,1,"Tauber, Daniel A. -- Kienan, Brenda",
839,ISBN 1-58705-282-2,Campus network design fundamentals,,2006,,,,2,2,"Teare, Diane -- Paquet, Catherine",
840,ISBN 80-251-0022-7,Návrh a realizace sítí Cisco : autorizovaný výukový průvodce,758,2003,Brno,Computer Press,1,1,1,"Teare, Diane",Samostudium
842,ISBN 80-86593-10-X,Borland Delphi : průvodce vývojáře,512,1998,Praha,Mobil Media,1,1,1,"Teixeira, Steve -- Pacheco, Xavier",
846,ISBN 80-7226-979-8,"Bezpečnost v Oracle : metody, nástroje, řešení problémů",515,2004,Brno,Computer Press,1,1,1,"Theriault, Marlene -- Newman, Aaron",Security
849,ISBN 1-58720-099-6,Network security first-step,456,2004,"Indianapolis, IN",Cisco Press,,1,2,"Thomas, Thomas M",First-step series
851,ISBN 80-854-24-45-2,Strukturální analýza : Úvod do projektu řízení,224,1992,Praha,Grada,,1,1,"Tietze, Petr",
855,ISBN 80-86419-67-3,Znalostní podnik ve znalostní společnosti,312,2004,Praha,Professional Publishing,2,1,1,"Truneček, Jan",
857,ISBN 80-7226-091-X,Geografické informační systémy.: principy a praxe,424,1998,Praha,Computer Press,1,1,1,"Tuček, Ján",CAD&GIS
859,ISBN 0-256-06256-0,Fundamentals of Management Science,19,1988,Homewood,Bussines Publications,4,1,2,"Turban, Efraim -- Meredith, Jack R.",
860,ISBN 978-80-251-1915-0,První kroky na burze,154,2008,Brno,Computer Press,1,1,1,"Turek, Ludvík",
861,ISBN 80-7169-703-6,Zavádění a inovace informačních systémů ve firmách,110,2000,Praha,Grada Publishing,1,1,1,"Tvrdíková, Milena",
862,ISBN 80-247-0080-8,Metriky v informatice : jak objektivně zjistit přínosy informačního systému,139,2001,Praha,Grada,1,1,1,"Učeň, Pavel a kol.",Management v informační společnosti
863,ISBN 0-8493-2919-1,Computer imaging : digital image analysis and processing,659,2005,Boca Raton,Taylor & Francis,,1,2,"Umbaugh, Scott E",
864,ISBN 0-07-223066-5,Oracle Database 10g PL/SQL Programming,862,2004,New York,McGraw-Hill/Osborne,,1,2,"Urman, Scott -- Hardman, Ron",Oracle Press
866,ISBN 978-80-903962-4-1,Teoretické základy informatiky,431,2007,Praha,Kernberg Publishing,1,1,1,"Vaníček, Jiří a kol.",Informatika studium
868,ISBN 80-7226-857-0,Síťové technologie CISCO : velký průvodce,759,2003,Brno,Computer Press,1,1,1,"Velte, Toby J. -- Velte, Anthony T.",Administrace
873,ISBN 80-7226-107-X,Mistrovství v Microsoft Access 97,26,1998,Praha,Computer Press,1,1,1,"Viescas, John L.",
875,ISBN 80-902230-9-5,Java pro zelenáče,240,2001,Praha,,1,1,1,"Virius, Miroslav",
879,ISBN 80-7169-485-1,Visual C++5.0 - snadno a dobře,227,1997,Praha,Grada Publishing,1,1,1,"Virius, Miroslav",
881,ISBN 80-7226-791-4,Adobe Photoshop 7 : uživatelská příručka,368,2002,Praha,Computer Press,1,1,1,"Vlach, Martin",
884,ISBN 80-85605-26-0,Výkladový lexikon pojmů tržní ekonomiky,215,1992,Brno,Victoria Publishing,,1,1,"Vlček, Josef",
885,ISBN 0-596-00252-1,XML schema,379,2002,"Sebastopol, California",O'Reilly,,1,2,"Vlist, Eric van der",
887,ISBN 3-446-16163-5,PostScript : Konzeption und Anwendungen,212,1991,München,Carl Hanser Verlag,2,1,3,"Vollenweider, Peter",
888,ISBN 80-00-01888-8,"Kryptologie, šifrování a tajná písma",340,2006,Praha,Albatros,1,1,1,"Vondruška, Pavel",
891,ISBN 80-85943-40-9,Strategické řízení informačního systému a systémová integrace,323,1997,Praha,Management Press,1,1,1,"Voříšek, Jiří",
893,ISBN 80-7169-229-8,Internet: -CZ: Průvodce českého uživatele,210,1995,Praha,Grada,1,1,1,"Vrabec, Vladimír -- Čepek, Aleš",
896,ISBN 80-85490-45-5,Veřejné finance,218,1995,Hradec Králové, E.I.A.,,1,1,"Vybíhal, Václav",
898,ISBN 80-7169-123-2,Počítačové tiskárny od A do Z,192,1995,Praha,Grada Publishing,1,1,1,"Vymazal, Michal -- Jindřich, Jiří",
900,ISBN 0-596-00027-8,Programming PERL,33,2000,Beijing,O'Reilly,3,1,2,"Wall, Larry -- Christiansen, Tom",
904,ISBN 1-56592-314-6,Learning Perl/Tk,16,1999,Beijing,O'Reilly,1,1,2,"Walsh, Nancy",
906,ISBN 0-13-148874-0,"Web services platform architecture : SOAP, WSDL, WS-Policy, WS-Addressing, WS-BPEL, WS-Reliable Messaging, and more",416,2005,Upper Saddle River,Prentice Hall PTR,,1,2,"Weerawarana, Sanjiva a kol.",
907,ISBN 80-86815-10-2,Velká kniha webdesignu,503,2004,Brno,ZONER Press,1,1,1,"Weinmanová, Lynda",Encyklopedie webdesignera
908,ISBN 80-86815-12-9,Flash MX Prfessional 2004 pro vývojáře webových aplikací,528,2004,Brno,ZONER Press,,1,1,"Weiss, Nate",Encyklopedie webdesignera
910,ISBN 80-86497-20-8,PHP a MySQL : rozvoj webových aplikací,718,2001,Praha,SoftPress,,1,1,"Welling, Luke -- Thomson, Laura",
911,ISBN 80-7226-001-4,Používáme Linux,21,1997,Praha,Computer,1,1,1,"Welsh, Matt -- Kaufman, Lar",
912,ISBN 0-471-30975-3,Neural network and fuzzy logic applications in C/C++,494,1994,New York,Wiley,,1,2,"Welstead, Stephen T.",Wiley professional computing
913,ISBN 80-7226-952-6,Zebezpečení sítí Cisco : autorizovaný samostudijní výukový kurz,753,2003,Praha,Computer Press,1,1,1,"Wenstrom, Michael",
915,ISBN 0-7356-2267-1,More about software requirements : thorny issues and practical advice,201,2006,"Redmond, WA",Microsoft Press,,1,2,"Wiegers, Karl Eugene",
916,ISBN 978-80-251-1877-1,Požadavky na software,448,2008,Brno,Computer Press,1,1,1,"Wiegers, Karl Eugene",
918,ISBN 80-7226-745-0,Velká kniha k Adobe Photoshop 7.0 : manuál k programu a škola výtvarných technik,540,2002,Praha,Computer Press,1,1,1,"Willmore, Ben",
920,ISBN 0-13-027701-0,SOLARIS 8 System Administrator's Reference,24,2000,Paolo Alto,Sun Microsystems,,1,2,"Winsor, Janice",
924,ISBN 80-239-3899-1,Internetová tržiště B2B pro 21. století,277,2004,Unhošť,Petr Wimmer,1,1,1,"Woods, W. William A.",
928,ISBN 9781599047171,Intelligent complex adaptive systems,364,2008,Hershey,IGI Pub.,,1,1,"Yang, Ang",
931,ISBN 80-7169-626-9,Microsoft Office 97. Tvorba dokonalých WWW stránek : Kompletní průvodce,475,1998,Praha,Grada Publishing,1,1,1,"Young, Michael J.",
933,ISBN 0-672-32240-4,Mod-Perl : developer's cookbook,650,2002,Indianapolis,Sams,1,1,2,"Young, Geoffrey -- Lindner, Paul",
935,ISBN 80-7226-632-2,Bezdrátové sítě WiFi : praktický průvodce,190,2003,Brno,Computer Press,1,1,1,"Zandl, Patrick",
936,ISBN 80-85424-30-4,"Laserové tiskárny: popis, praxe, POSTSCRIPT, ...",251,1992,Praha,Grada,,1,1,"Zápalka, Jiří",Nestůjte za dveřmi
937,ISBN 978-80-251-1535-0,"Microsoft Excel : získávání, analýza a prezentace dat",430,2007,Brno,Computer Press,1,1,1,"Zapawa, Timothy",
938,ISBN 80-7300-133-0,MATLAB : tvorba uživatelských aplikací,215,2004,Praha,BEN - technická literatura,1,1,1,"Zaplatílek, Karel -- Doňar, Bohuslav",
942,ISBN 0-7923-9624-3,Fuzzy Set Theory -and Its Applications,435,1996,Boston,Kluwer Academic Publishers,3,1,2,"Zimmermann, Hans-juergen",
944,ISBN 80-213-0252-6,Metody optimálního rozhodování,259,1995,Praha,PEF ČZU,2,1,1,"Získal, Jan",
946,ISBN 80-85647-15-X,"Odborný slovník německo-český z oblasti ekonomické, finanční a právní",335,1995,Praha,Linde,2,1,1,"Zlámal, Josef",
948,ISBN 80-7226-049-9,Moderní počítačová grafika,16,1998,Praha,Computer Press,1,1,1,"Žára, Jiří -- Beneš, Bedřich",
949,ISBN 80-7226-143-6,VRML 97 : Laskavý průvodce virtuálními světy,11,1999,Praha,Computer Press,1,1,1,"Žára, Jiří",
950,ISBN 80-8609-747-1,Active Server Pages 3.0 : profesionálně,1164,2000,Brno,Computer Press,1,1,1,"Anderson, Richard a kol.",Programování
951,ISBN 80-86497-66-6,Adobe Illustrator CS : oficiální výukový kurz,544,2004,Praha,Soft Press,,1,1,,
954,ISBN 80-86497-86-0,Adobe InDesign CS2 : [oficiální výukový kurz,454,2006,Praha,Softpress,,1,1,,
956,ISBN 3-540-43724-X,Advances in artificial intelligence : 15th Conference of the Canadian Society for Computational studies of intelligence,372,2002,Berlin,Springer Verlag,,1,2,,Lecture notes in artificial intelligence
958,ISBN 80-85896-98-2,Architektura PC 97 : Microsoft Corporation,23,1997,Praha,Computer Press,1,1,1,,
959,ISBN 80-251-0045-6,Autorské a průmyslové právo: [prováděcí předpisy apředpisy související: aktualizováno k 15.2.2004],186,2004,Brno,Computer Press,1,1,1,,Právní předpisy v platném znění
960,ISBN 80-251-0697-7,Bezpečnost sítí : velká kniha,589,2005,Brno,CP Books,1,1,1,,Security
965,ISBN 978-80-86815-79-4,DSLR : naučte se fotografovat digitální zrcadlovkou,256,2007,Brno,Zoner press,1,1,1,"Freeman, Michael",Encycklopedie grafika a fotografie
967,ISBN 80-7238-361-2,"Fraus Ilustrovaný studijní slovník: anglicko-český, česko-anglický: cenově výhodné vydání",1120,2004,Plzeň,FRAUS,,1,1,,
968,ISBN 0-471-49521-2,Geographic information systems and science,454,2001,Chichester,John Wiley & Sons,,1,2,,
969,ISBN 1-58488-090-2,Handbook of graph theory,1167,2004,Boca Raton,CRC Press,,1,2,,Discrete mathematics and its applications
970,ISBN 3-7908-1480-6,Hybrid Information Systems,16,2002,New York,Physica Verlag,,1,2,,
972,ISBN 0-7357-1232-8,"Inside network perimeter security : the definitive guide to firewalls, VPNs, routers, and intrusion detection systems",678,2003,Indianapolis,New Riders,,1,2,,
974,ISBN 80-86119-03-3,"Internet - ekonomické, marketingové a finanční aplikace : Strategie vyhledávání a prezentace",220,1998,Praha,Ekopress,1,1,1,,
976,ISBN 80-7226-114-2,Linux : Dokumentační projekt,32,1998,Praha,Computer Press,1,1,1,,
980,ISBN 80-7226-017-0,Microsoft Office 97 - Resource Kit,42,1997,Praha,Computer Press,1,1,1,,
981,ISBN 80-86097-41-2,Microsoft SQL Server 7.0,955,2000,Brno,UNIS,1,1,1,,
983,ISBN 80-7226-002-2,Microsoft Windows NT Server Resource Kit - Díl II : Průvodce sítěmi : pro Windows NT Server verze 4.0,38,1997,Praha,Computer Press,1,1,1,,
985,ISBN 80-7226-002-2,Microsoft Windows NT Server Resource Kit - Díl III : Průvodce Internetem : pro Windows NT Server verze 4.0,18,1997,Praha,Computer Press,1,1,1,,
988,ISBN 80-7226-076-6,Microsoft Windows NT 4.0 Training Kit : Administrace sítě,40,1998,Praha,Computer Press,1,1,1,,
990,ISBN 80-7226-608-X,Microsoft Windows XP Professional Resource Kit,1468,2004,Brno,Computer Press,2,1,1,,
993,ISBN 80-7226-102-9,Microsoft Windows98 Resource Kit - 1. díl,36,1998,Praha,Computer Press,1,1,1,,
994,ISBN 80-7226-102-9,Microsoft Windows98 Resource Kit - 2. díl,32,1998,Praha,Computer Press,1,1,1,,
1001,ISBN 80-85896-71-0,Oficiální duhové stránky Internetu,837,1996,Praha,Computer Press,1,1,1,,
1002,ISBN 80-85943-58-1,Orientace ve světě informatiky,391,1998,Praha,Management Press,1,1,1,,
1004,ISBN 0-13-255746-0,Planning and Designing the Data Warehouse,22,1997,Upper Saddle River,Prentice Hall,,1,2,,
1006,ISBN 80-251-0100-2,Poznejte svůj počítač,215,2004,Brno,Computer Press,1,1,1,,
1010,,Program vlastního hodnocení stupně ekologizace podniju / ESAP /,,1992,Gemi,,,1,1,,
1011,ISBN 80-85896-52-4,Programování ve Windows 95: Podrobná příručka programátora ve Windows95,18,1996,Praha,Computer Press,1,1,1,,
1012,ISBN 80-7226-310-2,Programujeme PHP : profesionálně,656,2002,Praha,Computer Press,2,1,1,,Internet
1013,ISBN 80-251-0227-0,S počítačem do Evropy,152,2004,Brno,Computer Press,1,1,1,"Fejtová, Marcela a kol.",
1018,ISBN 80-7183-218-9,Statistická ročenka České republiky 2000,759,2000,Praha,Scientia,1,1,1,,
1022,ISBN 80-250-0853-3,Statistická ročenka České republiky 2004,783,2004,Praha,Scientia,1,1,1,,
1024,ISBN 80-250-1258-1,Statistická ročenka České republiky 2006,799,2006,Praha,Scientia,1,1,1,,
1026,ISBN 80-202-0524-1,Statistická ročenka České republiky '94 : Statistical Yearbook of the Czech Republic,504,1994,Praha,Český statistický úřad,1,1,1,,
1027,ISBN 80-202-0568-3,Statistická ročenka České republiky '95 : Statistical Yearbook of the Czech republic '95,626,1995,Praha,Český statistický úřad,1,1,1,,
1031,ISBN 80-7223-182-0,Statistická ročenka České republiky 99,724,1999,Praha,Scientia,,1,1,,
1032,ISBN 0-87709-631-7,Systems Analysis and Design,,1995,Danvers, Inter.Thompson Computer,2,1,2,Gery B. Shelly,Shelly Cashman Series
1033,ISBN 978-0-06-083309-1,The big book of new design ideas,384,2005,New York,"Collins Design, An Imprint of HarperCollins Publishers",,1,2,,
1034,ISBN 0-226-10389-7,The Chicago manual of style,921,2003,Chicago,University of Chicago Press,1,1,2,,
1036,ISBN 1-55860-647-5,The Object Data Standard : ODMG 3.0,6,2000,San Francisco,Morgan Kaufmann Publ.,,1,2,,
1037,ISBN 0-07-037644-1,"The UNIX Dictionary of Commands, Terms, andAcronyms",10,1996,New York,McGraw-Hill,,1,2,,
1041,ISBN 80-200-0504-8,Umělá inteligence 2,373,1997,Praha,,1,1,1,,
1046,ISBN 80-7226-000-6,Visual FoxPro 3.0 - Profesionální programování,28,1997,Praha,Computer Press,1,1,1,,
1048,ISBN 80-7226-293-9,Vytváříme WWW stránky a spravujeme moderní web site,12,2000,Praha,Computer Press,4,1,1,,Internet
1051,ISBN 80-86593-14-2,XHTML : průvodce vývojáře,479,2002,Brno,Mobil Media,1,1,1,,
1052,ISBN 978-80-251-2360-7,333 tipů a triků pro CSS : [sbírka nejužitečnějších návodů pro váš web],272,2009,Brno,Computer Press,1,1,1,Martin Domes,
1053,ISBN 978-80-247-2211-5,Velký průvodce JavaScriptem : tvorba interaktivních webových stránek v praxi,516,2009,Praha,Grada,1,1,1,Dave Thau,
1054,ISBN 978-0-07-160078-1,Reshaping your business with Web 2.0 : using the new collaborative technologies to lead business transformation,259,2009,New York,McGraw-Hill,,1,2,Vince Casarez,
1064,ISBN 978-80-247-2725-7,XML technologie : principy a aplikace v praxi,267,2008,Praha,Grada,1,1,1,Irena Mlýnková,
1065,ISBN 978-80-251-2231-0,Google Analytics : podrobný průvodce webovými statistikami,334,2009,Brno,Computer Press,1,1,1,Brian Clifton,
1066,ISBN 978-80-251-2057-6,Programujeme Mashup aplikace pro Web 2.0 v PHP,280,2008,Brno,Computer Press,1,1,1,Shu-Wai Chow,
1067,ISBN 978-80-86815-62-6,Efektivní softwarové projekty,255,2007,Brno,Zoner Press,1,1,1,"Guckenheimer, Sam -- Perez, Juan J.",Encyklopedie Zoner Press
1071,ISBN 80-247-0526-5,ASP.NET : začínáme programovat : podrobný průvodce začínajícího uživatele,228,2003,Praha,Grada,1,1,1,"Písek, Slavoj",
1075,ISBN 978-0-8144-1073-8,E-learning 2.0 : proven practices and emerging technologies to achieve real results,236,2009,New York,AMACOM/American Management Association,1,1,1,"Rosen, Anita",
1078,ISBN 978-0-273-70752-3,"E-business and e-commerce management : strategy, implementation, and practice",663,2006,New York,Pearson Education,3,1,2,"Chaffey, Dave",
1079,ISBN 978-1-847195-48-7,SOA cookbook design recipes for building better SOA processes,255,2008,Birmingham,Packt Publishing,1,1,2,"Havey, Michael",
1080,ISBN 978-1-4239-0305-5,Electronic commerce,655,2009,Boston,Course Technology,8,1,2,"Schneider, Gary P.",
1081,ISBN 0-87425-740-9,An overview of online learning,216,2004,"Amherst, Mass.",HRD Press,2,1,2,"Carliner, Saul",
1085,ISBN 1-58488-508-4,Cryptography : theory and practice,593,2006,Boca Raton,Chapman & Hall/CRC,3,1,2,"Stinson, Douglas R.",The CRC Press series on discrete mathematics and its applications
1087,ISBN 0-8144-0721-8,"The AMA handbook of e-learning : effective design, implementation, and technology solutions",450,2003,New York,AMACOM,,1,2,"Piskurich, George M.",
1088,ISBN 0792372042,Information hiding : steganography and watermarking : attacks and countermeasures,137,2001,Boston,Kluwer Academic,,1,2,"Johnson, Neil F. -- Duric, Zoran -- Jajodia, Sushil",
1089,ISBN 1-58053-035-4,"Information hiding techniques for steganography and digital watermarking : Stefan Katzenbeisser, Fabien A.P. Petitcolas, editors",220,2000,Boston,Artech House,,1,2,"Katzenbeisser, Stefan -- Petitcolas, Fabien A. P.",Artech House computer security series
1090,ISBN 978-0-387-25464-7,A classical introduction to cryptography : applications for communications security,335,2005,New York,Springer,,1,2,"Vaudenay, Serge",
1094,ISBN 978-80-7300-245-9,Začínáme s LabVIEW,247,2008,Praha,BEN - technická literatura,1,1,1,"Vlach, Jaroslav -- Havlíček, Josef -- Vlach, Martin",
1096,ISBN 80-7300-068-7,Umělá inteligence - hrozba nebo naděje?,142,2003,Praha,BEN - technická literatura,1,1,1,"Zelinka, Ivan",
1097,ISBN 80-247-0694-6,Myslíme v jazyku Delphi 7 : knihovna zkušeného programátora,578,2003,Praha,Grada,1,1,1,"Cantu, Marco",Myslíme v--
1100,ISBN 978-0-321-50892-8,The LaTeX Graphics companion,925,2008,"Upper Saddle River, NJ",Addison-Wesley,2,1,2,"Goossens, Michel. a kol.",Addison-Wesley series on tools and techniques for computer typesetting
1101,ISBN 80-7185-740-8,Krásné písmo ve vývoji latinky II.,656,2005,Praha,Paseka,2,1,1,"Muzika, František",
